give_asset,give_quantity,get_asset,get_quantity,expiration
FAUXCORNCASH,50.00000000,FIELDOFCORN,1,5000
DANKROSECASH,5000.00000000,GOGHCORNISH,1,5000
FAUXCORNCASH,50.00000000,GOGHCORNISH,1,5000
DANKROSECASH,5000.00000000,CORNMONGER,1,5000
FAUXCORNCASH,50.00000000,CORNMONGER,1,5000
DANKROSECASH,5000.00000000,BURNEDCORN,1,5000
FAUXCORNCASH,50.00000000,BURNEDCORN,1,5000
DANKROSECASH,5000.00000000,METALCORN,1,5000
FAUXCORNCASH,50.00000000,METALCORN,1,5000
DANKROSECASH,5000.00000000,FAUXPOPWAVE,1,5000
FAUXCORNCASH,50.00000000,FAUXPOPWAVE,1,5000
DANKROSECASH,5000.00000000,FAULKCORN,1,5000
FAUXCORNCASH,50.00000000,FAULKCORN,1,5000
DANKROSECASH,5000.00000000,FAUXARCHCORN,1,5000
FAUXCORNCASH,50.00000000,FAUXARCHCORN,1,5000
DANKROSECASH,5000.00000000,ISTHISAGRAIL,1,5000
FAUXCORNCASH,50.00000000,ISTHISAGRAIL,1,5000
DANKROSECASH,5000.00000000,CORNSROASTER,1,5000
FAUXCORNCASH,50.00000000,CORNSROASTER,1,5000
DANKROSECASH,5000.00000000,ONLYCANS,1,5000
FAUXCORNCASH,50.00000000,ONLYCANS,1,5000
DANKROSECASH,5000.00000000,CORNSQUIAT,1,5000
FAUXCORNCASH,50.00000000,CORNSQUIAT,1,5000
DANKROSECASH,5000.00000000,CORNSHARVEST,1,5000
FAUXCORNCASH,50.00000000,CORNSHARVEST,1,5000
DANKROSECASH,5000.00000000,CORNSENERGY,1,5000
FAUXCORNCASH,50.00000000,CORNSENERGY,1,5000
DANKROSECASH,5000.00000000,XCPMADECORN,1,5000
FAUXCORNCASH,50.00000000,XCPMADECORN,1,5000
DANKROSECASH,5000.00000000,BUFFALOGAL,1,5000
FAUXCORNCASH,50.00000000,BUFFALOGAL,1,5000
DANKROSECASH,5000.00000000,LINECORN,1,5000
FAUXCORNCASH,50.00000000,LINECORN,1,5000
DANKROSECASH,5000.00000000,EDENFARM,1,5000
FAUXCORNCASH,50.00000000,EDENFARM,1,5000
