give_asset,give_quantity,get_asset,get_quantity,expiration
FAKESPACEDUB,1,XCP,0.1,5000
FAKESPACEDUB,1,DANKMEMECASH,10,5000
FAKEKYCPEPE,1,PEPECASH,100,5000
FAKEKYCPEPE,1,XCP,0.1,5000
FAKEKYCPEPE,1,DANKMEMECASH,10,5000
FAKEKEKOWSKI,1,PEPECASH,100,5000
FAKEKEKOWSKI,1,XCP,0.1,5000
FAKEKEKOWSKI,1,DANKMEMECASH,10,5000
FAKEGOAT,1,PEPECASH,100,5000
FAKEGOAT,1,XCP,0.1,5000
FAKEGOAT,1,DANKMEMECASH,10,5000
FAKEFLOONEY,1,PEPECASH,100,5000
FAKEFLOONEY,1,XCP,0.1,5000
FAKEFLOONEY,1,DANKMEMECASH,10,5000
A4246082963349843246,1,PEPECASH,100,5000
A4246082963349843246,1,XCP,0.1,5000
A4246082963349843246,1,DANKMEMECASH,10,5000
A3979761940094953200,1,PEPECASH,100,5000
A3979761940094953200,1,XCP,0.1,5000
A3979761940094953200,1,DANKMEMECASH,10,5000
A3926013250165163098,1,PEPECASH,100,5000
A3926013250165163098,1,XCP,0.1,5000
A3926013250165163098,1,DANKMEMECASH,10,5000
A3841216931613373943,1,PEPECASH,100,5000
A3841216931613373943,1,XCP,0.1,5000
A3841216931613373943,1,DANKMEMECASH,10,5000
A3699367701913275825,1,PEPECASH,100,5000
A3699367701913275825,1,XCP,0.1,5000
